orgid,ein,charity_name,category,city,state,efficiency_rating_star,affiliate_payments,admin_expense,total_revenue,program_expense,other_revenue,capacity_rating,program_expense_percent,primary_revenue_growth,fund_efficiency,cause,tag_line,overall_rating,website,total_functional_expense,leader_comp,program_expense_growth,net_assets,efficiency_rating,leader_comp_percent,capacity_rating_star,budget_surplus,admin_expense_percent,fund_expense,primary_revenue,url,fund_expense_percent,email,working_capital_ratio,overall_rating_star
4042,36-2586390,MAP International,International,Brunswick,GA,4,0,617888,433113889,399072008,-424494,30.00,99.1,19.5,0.00,Humanitarian Relief Supplies,Health and hope for a hurting world,69.91,,402390962,142712,17.6,112665767,39.91,0.03,4,30722927,0.1,2701066,433538383,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4042,0.6,,0.27,4
4044,38-1945104,Maranatha Volunteers International,Religion,Sacramento,CA,3,0,1186262,11100174,11308457,136477,27.19,82.9,8.3,0.10,Religious Activities,Spreading the Gospel throughout the world,62.62,http://www.maranatha.org,13630599,96370,9.6,10156197,35.43,0.70,4,-2530425,8.7,1135880,10963697,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4044,8.3,sbushnell@maranatha.org,0.74,4
4045,13-1846366,March of Dimes,Health,White Plains,NY,3,0,21330184,211083567,158122654,5127717,2.63,75.1,-3.5,0.15,"Diseases, Disorders, and Disciplines",improving the health of babies,35.15,http://www.marchofdimes.com/,210358959,633132,-2.8,43409035,32.51,0.30,1,724608,10.1,30906121,205955850,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4045,14.6,donorservice@marchofdimes.com,0.15,1
6280,58-0566126,Marcus Jewish Community Center of Atlanta,Human Services,Dunwoody,GA,3,0,4871347,21962763,16373947,-299532,16.11,75.6,0.5,0.05,Multipurpose Human Service Organizations,Building and strengthening the quality of life in Atlanta,48.68,http://www.atlantajcc.org,21639380,241766,1.8,32868260,32.56,1.11,2,323383,22.5,394086,22262295,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6280,1.8,barbara.vahaba@atlantajcc.org,1.46,2
9568,53-0211355,Maret School,Education,Washington,DC,3,0,3499133,23148676,15996853,2098705,25.71,80.2,4.4,0.10,Private Elementary and Secondary Schools,To learn is to live,58.74,http://www.maret.org,19931285,332358,13.7,27742984,33.02,1.66,4,3217391,17.5,435299,21049971,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9568,2.1,sdunkelberger@maret.org,1.03,3
5420,52-1243849,Marian House,Human Services,Baltimore,MD,3,0,234315,1716040,1488553,90097,27.38,78.7,5.6,0.11,Homeless Services,Women moving from dependence to independence,62.33,http://www.marianhouse.org,1891021,73950,8.0,4480619,34.94,3.91,4,-174981,12.3,168153,1625943,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5420,8.8,jadams@marianhouse.org,2.35,4
10789,52-1975211,Marijuana Policy Project Foundation,Public Benefit,Washington,DC,1,190000,229488,2517233,1740770,8157,20.00,68.2,14.3,0.23,Research and Public Policy Institutions,Working to minimize the harm associated with marijuana,43.69,http://www.mpp.org,2549722,53187,15.0,-314755,23.69,2.08,3,-32489,9.0,579464,2509076,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10789,22.7,membership@mpp.org,-0.12,2
6466,95-3667812,Marin Education Fund,Education,San Rafael,CA,3,0,260007,4130725,2813532,216503,14.69,79.7,3.4,0.11,Other Education Programs and Services,Everyone should have a chance at college,47.66,http://www.marineducationfund.org/,3528168,154300,0.0,3389166,32.97,4.37,2,602557,7.3,454629,3914222,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6466,12.8,info@marineducationfund.org,0.67,2
9651,68-0044262,Marin Food Bank,Human Services,Novato,CA,2,0,413728,3361418,2557752,105599,10.00,84.3,-4.5,0.01,"Food Banks, Food Pantries, and Food Distribution",Providing quality food to people in Marin County,40.93,http://www.marinfoodbank.org/,3030906,115000,-8.8,1542174,30.93,3.79,1,330512,13.6,59426,3255819,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9651,1.9,info@marinfoodbank.org,0.50,2
8395,94-1156562,The Marin Humane Society,Animals,Novato,CA,4,0,241204,5408297,5310103,-610636,20.29,89.9,3.1,0.07,"Animal Rights, Welfare, and Services","Improving the lives of animals and people through advocacy, education, and support",59.29,http://www.marinhumanesociety.org,5903452,62258,3.4,8317538,38.99,1.05,3,-495155,4.0,352145,6018933,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8395,5.9,Development@marinhumanesociety.org,1.27,3
4046,04-2104690,Marine Biological Laboratory,Public Benefit,Woods Hole,MA,4,0,1934457,55058020,40618749,-1072254,24.54,93.0,13.6,0.02,Research and Public Policy Institutions,Biological discovery in Woods Hole,63.84,http://www.mbl.edu,43671710,340000,4.5,108014862,39.30,0.77,4,11386310,4.4,1118504,56130274,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4046,2.5,development@mbl.edu,1.55,4
7598,26-0803466,Marine Corps Heritage Foundation,"Arts, Culture, Humanities",Dumfries,VA,0,0,1299491,11624550,3578555,1444865,10.00,50.9,-5.9,0.22,"Libraries, Historical Societies and Landmark Preservation",Supporting the National Museum of the Marine Corps,27.59,http://www.marineheritage.org/,7024040,257354,-10.7,83991198,17.59,3.66,1,4600510,18.5,2145994,10179685,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7598,30.5,info@marineheritage.org,11.89,1
6490,22-1905062,Marine Corps Scholarship Foundation,Education,Alexandria,VA,0,0,1217439,6265208,3533714,-759881,20.00,59.1,-4.3,0.18,"Universities, Graduate Schools, and Technological Institutes",Honoring Marines by educating their children,40.91,http://www.mcsf.com/,5977151,150000,12.0,33930779,20.91,2.50,3,288057,20.3,1225998,7025089,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6490,20.5,mcsfva@mcsf.org,2.90,2
6201,51-0144434,Marine Mammal Center,Animals,Sausalito,CA,1,0,517959,5564855,4217990,572806,20.00,68.1,-12.8,0.29,Wildlife Conservation,"Advancing rehabilitation, scientific discovery and education",44.31,http://www.tmmc.org/,6185144,92697,10.7,30604608,24.31,1.49,3,-620289,8.3,1449195,4992049,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6201,23.4,members@tmmc.org,4.84,2
4047,20-3021444,Marine Toys for Tots Foundation,Human Services,Triangle,VA,4,0,666484,234480681,227276266,1056591,12.94,97.0,1.6,0.02,Children's and Family Services,"Motivating needy children to grow into responsible, productive, patriotic citizens and community leaders",52.64,http://www.toysfortots.org,234158645,232300,2.5,82687220,39.70,0.09,2,322036,0.2,6215895,233424090,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4047,2.6,mtftf@toysfortots.org,0.35,3
5486,54-0541801,The Mariners' Museum,"Arts, Culture, Humanities",Newport News,VA,4,0,1284969,7464762,7817937,859324,13.79,82.0,-12.0,0.07,Museums,One of the of the largest international maritime history museums in the world,51.99,http://www.mariner.org,9531752,115156,2.8,123800213,38.20,1.20,2,-2066990,13.4,428846,6605438,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5486,4.4,membership@MarinersMuseum.org,4.48,3
6424,94-1671956,Mario Murillo Ministries,Religion,San Ramon,CA,3,0,75334,230463,324411,-139349,10.00,74.6,-4.0,0.09,Religious Media and Broadcasting,The power of God to everyone,44.15,http://www.mariomurillo.com/,434443,133164,-1.3,661180,34.15,30.65,1,-203980,17.3,34698,369812,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6424,7.9,mario@mariomurillo.com,1.52,2
8628,13-3577394,Mark Morris Dance Group,"Arts, Culture, Humanities",Brooklyn,NY,3,0,841104,8953145,4386056,233596,20.00,80.4,16.7,0.04,Performing Arts,Creating and performing original works of modern dance around the globe,55.54,http://www.markmorrisdancegroup.org,5449881,117890,-2.3,9958538,35.54,2.16,3,3503264,15.4,222721,8719549,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8628,4.0,info@mmdg.org,1.75,3
4902,06-0685118,The Mark Twain House & Museum,"Arts, Culture, Humanities",Hartford,CT,4,0,159039,1963394,2531288,131503,10.00,90.9,-34.9,0.07,"Libraries, Historical Societies and Landmark Preservation",Fostering an appreciation of the legacy of Mark Twain,49.09,http://www.marktwainhouse.org,2782575,125065,-4.0,13167334,39.09,4.49,1,-819181,5.7,92248,1831891,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4902,3.3,membership@MarkTwainHouse.org,4.25,2
9179,91-1197625,Market Foundation,Public Benefit,Seattle,WA,3,0,63785,1141202,879765,225399,10.00,80.4,-14.3,0.16,Community and Housing Development,We care for the Pike Place Market community,43.00,http://www.pikeplacemarketfoundation.org,1093815,0,-0.7,2664359,33.00,0,1,47387,5.8,150265,915803,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9179,13.7,joice@pikeplacemarket.org,1.50,2
7622,22-6047486,Market Street Mission,Human Services,Morristown,NJ,0,0,381769,3160862,2192301,707669,23.30,62.1,4.5,0.39,Homeless Services,Changing lives since 1889,42.02,http://www.marketstreet.org/,3525429,90475,10.3,5830426,18.71,2.56,4,-364567,10.8,951359,2453193,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7622,26.9,shelter@marketstreet.org,0.27,2
4048,39-0806251,Marquette University,Education,Milwaukee,WI,2,0,52748857,373083956,335324000,-10389044,24.03,83.0,5.4,0.35,"Universities, Graduate Schools, and Technological Institutes",See the difference. Be the difference.,54.84,http://www.marquette.edu,403875000,0,4.8,647223000,30.80,0,4,-30791044,13.0,15802143,383473000,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4048,3.9,kristen.ramirez@marquette.edu,0.96,3
10210,76-0235320,Mars Hill Productions,Religion,Missouri City,TX,1,0,70056,708555,584993,82415,7.50,72.8,-4.9,0.23,Religious Media and Broadcasting,Ministry through media,33.94,http://www.mars-hill.org,802614,131616,-4.7,475936,26.44,16.39,1,-94059,8.7,147565,626140,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10210,18.3,fredc@mars-hill.org,0.59,1
7973,52-1165147,Marshall Heights Community Development Organization,Public Benefit,Washington,DC,1,0,1983399,3989888,2932233,485804,12.73,59.6,4.1,0.00,Community and Housing Development,"Helping to grow Ward 7 into DC's most welcoming, prospering, livable community for everyone",38.18,http://www.mhcdo.org/,4918766,127592,4.8,621015,25.45,2.59,2,-928878,40.3,3134,3504084,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7973,0.0,info@mhcdo.org,-0.30,1
7248,62-0477728,Martha O'Bryan Center,Human Services,Nashville,TN,2,0,289047,3389722,2319808,149682,23.85,75.4,10.8,0.14,Homeless Services,A leader for positive change in our city,53.78,http://www.marthaobryan.org/,3076245,102548,3.8,3861109,29.93,3.33,4,313477,9.3,467391,3240040,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7248,15.1,development@marthaobryan.org,1.25,3
7093,52-1186071,Martha's Table,Human Services,Washington,DC,4,0,403786,5784954,5091858,61359,22.34,89.0,6.7,0.04,Children's and Family Services,Serving the needs of the DC community,61.18,http://www.marthastable.org/,5717433,107368,2.3,5870745,38.84,1.87,3,67521,7.0,221789,5723595,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7093,3.8,abrookover@marthastable.org,1.02,4
8257,36-3523622,Marwen,Education,Chicago,IL,2,0,236746,2680991,1374455,61045,26.33,71.9,14.7,0.12,Other Education Programs and Services,Educating and inspiring under-served young people through the visual arts,56.03,http://www.marwen.org,1909439,134620,6.3,4609654,29.69,7.05,4,771552,12.3,298238,2619946,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8257,15.6,mjkeitel@marwen.org,2.41,3
4050,52-1135690,Maryland Food Bank,Human Services,Baltimore,MD,3,0,970232,30448231,26841211,121495,26.22,91.2,6.9,0.05,"Food Banks, Food Pantries, and Food Distribution",Providing food for hungry Marylanders,60.34,http://www.mdfoodbank.org/,29410999,174739,6.2,11254811,34.12,0.59,4,1037232,3.2,1599556,30326736,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4050,5.4,minsk@mdfoodbank.org,0.38,4
9162,52-1673142,The Maryland Mentoring Partnership,Human Services,Baltimore,MD,3,0,150653,638142,594429,3962,9.97,77.4,-7.6,0.03,"Youth Development, Shelter, and Crisis Services","Developing and supporting high-quality, sustainable youth mentoring programs in Maryland",45.12,http://www.marylandmentors.org/,767192,73904,4.9,348680,35.14,9.63,1,-129050,19.6,22110,634180,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9162,2.8,info@marylandmentors.org,0.44,2
6211,52-0668166,Maryland Science Center,"Arts, Culture, Humanities",Baltimore,MD,1,0,5048111,11099682,6417813,715872,13.75,53.5,-1.0,0.13,Museums,Touch wonder,38.51,http://www.mdsci.org/,11990337,165565,-4.5,32067164,24.76,1.38,2,-890655,42.1,524413,10383810,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6211,4.3,members@marylandsciencecenter.org,2.66,1
6251,52-6001558,The Maryland SPCA,Animals,Baltimore,MD,2,0,248202,6558739,2100139,1242645,29.93,73.7,45.3,0.10,"Animal Rights, Welfare, and Services",Find a friend for life,59.80,http://www.mdspca.org/,2847203,79022,9.9,16642800,29.87,2.77,4,3711536,8.7,498862,5316094,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6251,17.5,efinton@mdspca.org,5.82,3
7119,52-1594116,Mary's Center for Maternal and Child Care,Human Services,Washington,DC,4,0,1107587,14196899,12308260,678747,25.00,90.0,14.5,0.02,Children's and Family Services,"Saving lives and creating stronger communities, one family at a time",64.00,http://www.maryscenter.org/,13675368,147425,24.2,6618924,39.00,1.07,4,521531,8.0,259521,13518152,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7119,1.8,info@maryscenter.org,0.48,4
10225,56-0603924,Masonic Home for Children at Oxford,Human Services,Oxford,NC,2,0,1368505,7688623,3597526,1495639,16.47,69.3,1.5,0.04,Children's and Family Services,A great place to be a kid,45.91,http://www.mhc-oxford.org/,5186576,97520,1.2,35514070,29.43,1.88,2,2502047,26.3,220545,6192984,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10225,4.2,crichards@mhc-oxford.org,5.56,2
5791,94-1156564,Masonic Homes of California,Human Services,San Francisco,CA,2,4118855,10937372,-79198052,41360516,-95318461,22.46,78.2,-1.2,0.10,Social Services,Building a future upon a century of caring,52.78,http://www.masonichome.org/,52886386,214190,12.2,675285989,30.32,0.40,3,-132084438,20.6,588498,16120409,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5791,1.1,dismail@californiamasons.org,10.05,3
4054,13-5648611,Masonic Medical Research Laboratory,Health,Utica,NY,3,0,353937,-4392855,3036178,-7124254,10.00,83.0,-16.2,0.09,Medical Research,Dedicated to improving the health and quality of life for all humankind,46.49,http://www.mmrl.edu,3656399,280500,-2.2,33331428,36.49,7.67,1,-8049254,9.6,266284,2731399,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4054,7.2,development@mmrl.edu,8.50,2
4053,23-0360210,Masonic Villages,Human Services,Elizabethtown,PA,3,0,13917946,99447801,132772128,-22786549,24.24,89.7,4.7,0.11,Children's and Family Services,"A continuing care retirement community, children's home and community service organization",60.72,http://www.masonicvillagespa.org/elizabethtown/,147936716,309534,5.7,348449456,36.47,0.20,4,-48488915,9.4,1246642,122234350,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4053,0.8,giving@masonicvillagespa.org,1.04,4
4976,13-3137586,Masorti Foundation for Conservative Judaism in Israel,Religion,New York,NY,4,0,288014,2314635,1920823,235593,21.72,79.7,2.9,0.09,Religious Activities,Supporting the work of the Masorti Movement,59.70,http://www.masorti.org,2407529,125000,12.8,885591,37.97,5.19,3,-92894,11.9,198692,2079042,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4976,8.2,info@masorti.org,0.39,3
9881,04-3113688,MASS MoCA,"Arts, Culture, Humanities",North Adams,MA,3,0,1504934,7386615,5206410,1833119,10.33,74.2,-10.4,0.06,Museums,Creating and presenting provocative visual and performing arts,45.25,,7015916,167354,-0.5,44443668,34.92,2.38,1,370699,21.4,304572,5553496,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9881,4.3,,6.33,2
4055,04-2104702,Massachusetts Audubon Society,Environment,Lincoln,MA,3,0,2410940,18212668,19057829,-875340,25.62,82.4,3.4,0.12,Environmental Protection and Conservation,Protecting the nature of Massachusetts,61.37,http://www.massaudubon.org,23104199,162347,8.4,190950444,35.74,0.70,4,-4891531,10.4,1635430,19088008,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4055,7.0,development@massaudubon.org,3.88,4
8910,04-2108374,The Massachusetts Historical Society,"Arts, Culture, Humanities",Boston,MA,1,0,872393,3193065,3854594,1426648,25.24,71.6,1.5,0.40,"Libraries, Historical Societies and Landmark Preservation",An independent research library founded in 1791,49.01,http://www.masshist.org,5380671,284967,10.9,64818011,23.77,5.29,4,-2187606,16.2,653684,1766417,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8910,12.1,development@masshist.org,9.52,2
7527,04-2104714,Massachusetts Horticultural Society,Environment,Wellesley,MA,1,0,216105,1000094,809841,391803,10.00,73.0,-46.3,0.25,"Botanical Gardens, Parks, and Nature Centers",Encouraging the science and practice of horticulture,32.71,http://www.masshort.org/,1108095,,-38.2,5044856,22.71,,1,-108001,19.5,82149,608291,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7527,7.4,membership@masshort.org,3.67,1
4056,04-2103594,Massachusetts Institute of Technology,Education,Cambridge,MA,3,0,485610000,1647698000,2146296000,-618435000,22.40,80.7,3.5,0.03,"Universities, Graduate Schools, and Technological Institutes",Advancing knowledge and educating students in science and technology,57.97,,2658207000,786723,5.1,9947919000,35.57,0.02,3,-1010509000,18.2,26301000,2266133000,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4056,0.9,,2.99,3
7857,54-0505926,Massanetta Springs,Religion,Harrisonburg,VA,2,0,461435,1825951,1190566,98192,19.03,70.1,4.2,0.07,Religious Activities,Providing God's people with welcoming hospitality,48.55,http://www.massanettasprings.org/,1696859,71313,-3.2,6911914,29.51,4.20,3,129092,27.1,44858,1727759,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7857,2.6,giving@massanettasprings.org,3.46,2
9333,04-3271457,MassINC,Public Benefit,Boston,MA,2,0,179851,2064167,1822734,1151,4.78,78.9,-1.9,0.16,Research and Public Policy Institutions,Research. Journalism. Civic life.,37.24,http://www.massinc.org/,2309490,0,0.5,396688,32.45,0,1,-245323,7.7,306905,2063016,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9333,13.2,llouison@massinc.org,0.17,1
8768,33-0104548,Mastermedia International,Religion,Redlands,CA,0,0,374707,1846730,1229857,8499,0.00,57.1,-9.2,0.29,Religious Activities,Serving media leaders since 1985,17.63,http://mastermediaintl.org,2150511,24524,-12.5,-352669,17.63,1.14,0,-303781,17.4,545947,1838231,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8768,25.3,,-0.16,0
5257,36-3056074,The Master's Mission,Religion,Robbinsville,NC,3,0,510637,2741537,1900633,116272,15.81,76.2,0.1,0.03,Religious Activities,Training and sending missionaries for a lifetime of service,48.43,,2493911,42060,1.9,4382448,32.62,1.68,2,247626,20.4,82641,2625265,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5257,3.3,,1.75,2
6901,31-1348100,Matthew 25: Ministries,International,Blue Ash,OH,4,0,151979,110006423,109334201,65583,30.00,99.4,18.3,0.00,Humanitarian Relief Supplies,Caring for a needy world with the things we throw away,69.94,http://www.m25m.org,109897762,68362,19.6,17321259,39.94,0.06,4,108661,0.1,411582,109940840,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6901,0.3,info@m25m.org,0.15,4
7513,99-0222998,Maui Arts & Cultural Center,"Arts, Culture, Humanities",Kahului,HI,2,0,1767145,8947430,4548953,206594,20.52,67.4,2.2,0.09,Performing Arts,"A gathering place where we celebrate community, creativity, and discovery",49.76,http://www.mauiarts.org/,6749010,,4.3,38036742,29.24,,3,2198420,26.1,432912,8740836,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7513,6.4,info@mauiarts.org,5.01,2
8092,52-1703915,Mautner Project,Public Benefit,Washington,DC,3,0,95242,525976,642373,-1417,2.50,81.2,-6.5,0.10,Advocacy and Civil Rights,The national lesbian health organization,37.25,http://www.mautnerproject.org,790366,137831,-1.4,65367,34.75,17.43,1,-264390,12.0,52751,527393,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8092,6.6,info@mautnerproject.org,0.08,1
5736,84-1116882,MaxFund,Animals,Denver,CO,4,0,189327,3625756,1493324,7276,21.69,87.1,41.4,0.00,"Animal Rights, Welfare, and Services",A true no-kill shelter,60.41,http://www.maxfund.org,1712587,29750,1.6,3000721,38.71,1.73,3,1913169,11.0,29936,3618480,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5736,1.7,marketing@maxfund.org,1.75,4
4059,54-6039788,Maymont Foundation,"Arts, Culture, Humanities",Richmond,VA,2,0,611066,1065197,3142661,-1900110,17.69,74.5,11.1,0.16,"Libraries, Historical Societies and Landmark Preservation","One hundred acres of history, habitats and horticulture",48.02,http://www.maymont.org,4217887,124417,-1.9,18767934,30.33,2.94,3,-3152690,14.4,464160,2965307,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4059,11.0,info@maymont.org,3.32,2
8090,41-1937751,Mayo Clinic,Health,Rochester,MN,1,140922839,172133656,588949111,433976168,177108806,13.19,68.0,-0.5,0.14,Treatment and Prevention Services,Providing the best care to every patient every day,40.00,http://www.mayoclinic.org/,637815640,903270,13.6,-417593606,26.80,0.14,2,-48866529,26.9,31705816,411840305,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8090,4.9,vogelsang.jay@mayo.edu,-1.46,2
7954,13-3783906,Mayor's Fund to Advance New York City,Public Benefit,New York,NY,4,0,191126,35701102,35273456,477809,27.50,99.1,28.9,0.00,Community and Housing Development,Promoting partnerships between the City and the private sector,67.41,http://www.nyc.gov/html/fund/,35568231,133058,32.8,33878170,39.91,0.37,4,132871,0.5,103649,35223293,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7954,0.2,fund@cityhall.nyc.gov,0.95,4
8254,71-0445210,Mays Mission for the Handicapped,Human Services,Heber Springs,AR,0,0,123565,702967,487998,25238,7.50,62.2,-11.1,0.26,Social Services,"It's ability, not disability, that counts",27.28,http://www.maysmission.org,784404,46628,-15.3,4258169,19.78,5.94,1,-81437,15.7,172841,677729,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8254,22.0,info@maysmission.org,0.75,1
4060,22-2624532,MAZON: A Jewish Response to Hunger,Public Benefit,Los Angeles,CA,4,0,156171,6516310,5930879,14924,15.35,94.2,-0.8,0.03,Fundraising Organizations,Preventing and alleviating hunger among people of all faiths and backgrounds,54.78,http://www.mazon.org,6294236,34982,3.2,2248807,39.42,0.55,2,222074,2.4,207186,6501386,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4060,3.2,mazonmail@mazon.org,0.27,3
9011,62-0475837,McCallie School,Education,Chattanooga,TN,2,0,4663118,28885034,26330864,1928068,14.07,80.5,-7.0,0.41,Private Elementary and Secondary Schools,"Honor, truth, duty",44.62,http://www.mccallie.org/,32707585,306187,6.5,104446237,30.55,0.93,2,-3822551,14.2,1713603,26956966,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9011,5.2,crowland@mccallie.org,2.14,2
9106,95-2834871,McCallum Theatre,"Arts, Culture, Humanities",Palm Desert,CA,3,0,1767678,11224722,8470165,842542,17.33,75.5,-1.0,0.17,Performing Arts,Educating and entertaining the public through the performing arts,49.89,http://www.mccallumtheatre.com,11209967,353690,4.4,16894948,32.55,3.15,2,14755,15.7,972124,10382180,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9106,8.6,information@mccallum-theatre.org,1.50,2
6045,21-0724198,McCarter Theatre Center for the Performing Arts,"Arts, Culture, Humanities",Princeton,NJ,2,0,2475161,10374517,8101051,1023463,19.30,72.7,5.5,0.14,Performing Arts,Supporting excellence and the spirit of innovation,49.07,http://www.McCarter.org,11137563,213847,2.2,17225145,29.77,1.92,3,-763046,22.2,561351,9351054,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6045,5.0,development@mccarter.org,0.89,2
7343,81-0459235,McLaughlin Research Institute,Health,Great Falls,MT,4,0,442782,4625257,3869469,145286,10.00,86.6,-7.9,0.03,Medical Research,Improving human health through innovative genetic research and education,48.66,http://www.montana.edu/wwwmri,4465350,177040,-3.3,12273373,38.66,3.96,1,159907,9.9,153099,4479971,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7343,3.4,davec@po.mri.montana.edu,2.21,2
6342,74-1195277,McNay Art Museum,"Arts, Culture, Humanities",San Antonio,TX,2,0,932323,5531780,6262639,1496836,21.91,78.3,-5.3,0.21,Museums,Step into a masterpiece. Experience a treasure.,52.24,http://www.mcnayart.org/,7997828,206099,11.8,75592377,30.33,2.57,3,-2466048,11.6,802866,4034944,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6342,10.0,membership@mcnayart.org,6.21,3
5540,58-1933712,McWane Science Center,"Arts, Culture, Humanities",Birmingham,AL,0,0,1540258,9767114,6637440,880278,14.63,63.1,16.4,0.38,Museums,Changing lives through science and wonder,35.42,http://www.mcwane.org,10512836,125712,2.1,29490922,20.78,1.19,2,-745722,14.6,2335138,8886836,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5540,22.2,membership@mcwane.org,0.39,1
8741,23-7202594,Meals on Wheels and More,Human Services,Austin,TX,3,0,557611,6809767,5372407,13182,27.50,83.3,11.5,0.12,Social Services,Compassion in action,63.33,http://www.mealsonwheelsandmore.org/,6443630,117250,11.9,4679733,35.83,1.81,4,366137,8.6,513612,6796585,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8741,7.9,email@mealsonwheelsandmore.org,0.72,4
8611,57-0531378,Meals on Wheels of Greenville,Human Services,Greenville,SC,3,0,115487,1575785,1723331,374169,10.75,86.6,-15.3,0.12,Social Services,"Enhancing quality of life for homebound individuals by providing nutritious meals, personal contact and related services",46.91,http://www.mealsonwheelsgreenville.org,1987842,,3.2,1959259,36.16,,1,-412057,5.8,149024,1201616,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8611,7.4,meals@mowgvl.org,0.98,2
11539,13-2831197,"Meals on Wheels Programs & Services of Rockland, Inc.",Human Services,Nanuet,NY,4,0,395914,3980566,3291818,20487,12.68,86.7,1.7,0.03,Social Services,More than a meal,51.36,http://www.mowrockland.com/,3794032,116380,2.2,1105376,38.67,3.06,2,186534,10.4,106300,3960079,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11539,2.8,admin@mowrockland.org,0.29,3
8144,75-1568798,"Meals On Wheels, Inc. of Tarrant County",Human Services,Fort Worth,TX,4,0,490963,5314675,4391721,29131,27.50,86.3,21.2,0.03,Social Services,Delivering meals and so much more,66.13,http://www.mealsonwheels.org,5084111,104226,19.1,3699492,38.63,2.05,4,230564,9.6,201427,5285544,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8144,3.9,info@mealsonwheels.org,0.72,4
